,target-names,no-steps,concentration-required-mM,amount-required-uL,batch-tag,reactant-1-1,reactant-2-1,reaction-product-smiles-1,reaction-name-1,reaction-recipe-1,reaction-groupby-column-1,reactant-1-2,reactant-2-2,reaction-product-smiles-2,reaction-name-2,reaction-recipe-2,reaction-groupby-column-2,reactant-1-3,reactant-2-3,reaction-product-smiles-3,reaction-name-3,reaction-recipe-3,reaction-groupby-column-3,reactant-1-4,reactant-2-4,reaction-product-smiles-4,reaction-name-4,reaction-recipe-4,reaction-groupby-column-4
110,x0922-x0732-merge-2-7,2,100,40,wasgo-2.0,Fc1ccc(O)cc1N,O=C(O)CS,O=C(CS)Nc1cc(O)ccc1F,Amidation,standard,True,O=C(CS)Nc1cc(O)ccc1F,CN(C)C(=O)CCl,CN(C)C(=O)COc1ccc(F)c(NC(=O)CS)c1,Williamson ether,standard,True,,,,,,,,,,,,
111,x0922-x0732-merge-2-8,2,100,40,wasgo-2.0,Nc1cc(O)c(C)cc1,O=C(O)CS,Cc1ccc(NC(=O)CS)cc1O,Amidation,standard,True,Cc1ccc(NC(=O)CS)cc1O,CN(C)C(=O)CCl,Cc1ccc(NC(=O)CS)cc1OCC(=O)N(C)C,Williamson ether,standard,True,,,,,,,,,,,,
112,x0922-x0732-merge-2-9,2,100,40,wasgo-2.0,Nc1cc(O)c(C)cc1C,O=C(O)CS,Cc1cc(C)c(NC(=O)CS)cc1O,Amidation,standard,True,Cc1cc(C)c(NC(=O)CS)cc1O,CN(C)C(=O)CCl,Cc1cc(C)c(OCC(=O)N(C)C)cc1NC(=O)CS,Williamson ether,standard,True,,,,,,,,,,,,
113,x0922-x0732-merge-2-10,2,100,40,wasgo-2.0,Nc1cncc(O)c1,O=C(O)CS,O=C(CS)Nc1cncc(O)c1,Amidation,standard,True,O=C(CS)Nc1cncc(O)c1,CN(C)C(=O)CCl,CN(C)C(=O)COc1cncc(NC(=O)CS)c1,Williamson ether,standard,True,,,,,,,,,,,,
114,x0922-x0732-merge-2-11,2,100,40,wasgo-2.0,Nc1ccnc(O)c1,O=C(O)CS,O=C(CS)Nc1ccnc(O)c1,Amidation,standard,True,O=C(CS)Nc1ccnc(O)c1,CN(C)C(=O)CCl,CN(C)C(=O)COc1cc(NC(=O)CS)ccn1,Williamson ether,standard,True,,,,,,,,,,,,
115,x0922-x0739-merge-2-1,3,100,40,wasgo-2.0,C[Si](C)(Oc1cc(O)ccc1F)C(C)(C)C,O=C(CCl)N1CCOCC1,CC(C)(C)[Si](C)(C)Oc1cc(OCC(=O)N2CCOCC2)ccc1F,Williamson ether,standard,True,CC(C)(C)[Si](C)(C)Oc1cc(OCC(=O)N2CCOCC2)ccc1F,,O=C(COc1ccc(F)c(O)c1)N1CCOCC1,Si-alcohol deprotection,standard,True,O=C(COc1ccc(F)c(O)c1)N1CCOCC1,CN(C)C(=O)CCl,CN(C)C(=O)COc1cc(OCC(=O)N2CCOCC2)ccc1F,Williamson ether,standard,True,,,,,,
116,x0922-x0739-merge-2-2,3,100,40,wasgo-2.0,CC(C)(C)[Si](C)(C)Oc1cccc(O)c1,O=C(CCl)N1CCOCC1,CC(C)(C)[Si](C)(C)Oc1cccc(OCC(=O)N2CCOCC2)c1,Williamson ether,standard,True,CC(C)(C)[Si](C)(C)Oc1cccc(OCC(=O)N2CCOCC2)c1,,O=C(COc1cccc(O)c1)N1CCOCC1,Si-alcohol deprotection,standard,True,O=C(COc1cccc(O)c1)N1CCOCC1,CN(C)C(=O)CCl,CN(C)C(=O)COc1cccc(OCC(=O)N2CCOCC2)c1,Williamson ether,standard,True,,,,,,
117,x0922-x0739-merge-2-3,3,100,40,wasgo-2.0,Cc1cc(OCc2ccccc2)cc(O)c1,O=C(CCl)N1CCOCC1,Cc1cc(OCC(=O)N2CCOCC2)cc(OCc2ccccc2)c1,Williamson ether,standard,True,Cc1cc(OCC(=O)N2CCOCC2)cc(OCc2ccccc2)c1,,Cc1cc(O)cc(OCC(=O)N2CCOCC2)c1,Bn-alcohol-deprotection,standard,True,Cc1cc(O)cc(OCC(=O)N2CCOCC2)c1,CN(C)C(=O)CCl,Cc1cc(OCC(=O)N(C)C)cc(OCC(=O)N2CCOCC2)c1,Williamson ether,standard,True,,,,,,
118,x0922-x0739-merge-2-4,3,100,40,wasgo-2.0,Oc1cc(OCc2ccccc2)ccn1,O=C(CCl)N1CCOCC1,O=C(COc1cc(OCc2ccccc2)ccn1)N1CCOCC1,Williamson ether,standard,True,O=C(COc1cc(OCc2ccccc2)ccn1)N1CCOCC1,,O=C(COc1cc(O)ccn1)N1CCOCC1,Bn-alcohol-deprotection,standard,True,O=C(COc1cc(O)ccn1)N1CCOCC1,CN(C)C(=O)CCl,CN(C)C(=O)COc1ccnc(OCC(=O)N2CCOCC2)c1,Williamson ether,standard,True,,,,,,
119,x0922-x0739-merge-2-5,3,100,40,wasgo-2.0,Cc1ccc(OCc2ccccc2)cc1O,O=C(CCl)N1CCOCC1,Cc1ccc(OCc2ccccc2)cc1OCC(=O)N1CCOCC1,Williamson ether,standard,True,Cc1ccc(OCc2ccccc2)cc1OCC(=O)N1CCOCC1,,Cc1ccc(O)cc1OCC(=O)N1CCOCC1,Bn-alcohol-deprotection,standard,True,Cc1ccc(O)cc1OCC(=O)N1CCOCC1,CN(C)C(=O)CCl,Cc1ccc(OCC(=O)N(C)C)cc1OCC(=O)N1CCOCC1,Williamson ether,standard,True,,,,,,
120,x0922-x0739-merge-2-6,3,100,40,wasgo-2.0,Oc1cc(OCc2ccccc2)c(C)cc1,O=C(CCl)N1CCOCC1,Cc1ccc(OCC(=O)N2CCOCC2)cc1OCc1ccccc1,Williamson ether,standard,True,Cc1ccc(OCC(=O)N2CCOCC2)cc1OCc1ccccc1,,Cc1ccc(OCC(=O)N2CCOCC2)cc1O,Bn-alcohol-deprotection,standard,True,Cc1ccc(OCC(=O)N2CCOCC2)cc1O,CN(C)C(=O)CCl,Cc1ccc(OCC(=O)N2CCOCC2)cc1OCC(=O)N(C)C,Williamson ether,standard,True,,,,,,
121,x0922-x0739-merge-2-7,3,100,40,wasgo-2.0,Oc1cncc(OCc2ccccc2)c1,O=C(CCl)N1CCOCC1,O=C(COc1cncc(OCc2ccccc2)c1)N1CCOCC1,Williamson ether,standard,True,O=C(COc1cncc(OCc2ccccc2)c1)N1CCOCC1,,O=C(COc1cncc(O)c1)N1CCOCC1,Bn-alcohol-deprotection,standard,True,O=C(COc1cncc(O)c1)N1CCOCC1,CN(C)C(=O)CCl,CN(C)C(=O)COc1cncc(OCC(=O)N2CCOCC2)c1,Williamson ether,standard,True,,,,,,
122,x0922-x0416-merge-1-1,2,100,40,wasgo-2.0,Cc1cc(O)cc(N)c1,O=C(O)C1CCCO1,Cc1cc(O)cc(NC(=O)C2CCCO2)c1,Amidation,standard,True,Cc1cc(O)cc(NC(=O)C2CCCO2)c1,CN(C)C(=O)CCl,Cc1cc(NC(=O)C2CCCO2)cc(OCC(=O)N(C)C)c1,Williamson ether,standard,True,,,,,,,,,,,,
123,x0922-x0416-merge-1-2,2,100,40,wasgo-2.0,Cc1cnc(O)cc1N,O=C(O)C1CCCO1,Cc1cnc(O)cc1NC(=O)C1CCCO1,Amidation,standard,True,Cc1cnc(O)cc1NC(=O)C1CCCO1,CN(C)C(=O)CCl,Cc1cnc(OCC(=O)N(C)C)cc1NC(=O)C1CCCO1,Williamson ether,standard,True,,,,,,,,,,,,
124,x0922-x0416-merge-1-3,2,100,40,wasgo-2.0,Cc1cc(O)cc(N)c1,O=C(O)C1CCCO1,Cc1cc(O)cc(NC(=O)C2CCCO2)c1,Amidation,standard,True,Cc1cc(O)cc(NC(=O)C2CCCO2)c1,CN(C)C(=O)CCl,Cc1cc(NC(=O)C2CCCO2)cc(OCC(=O)N(C)C)c1,Williamson ether,standard,True,,,,,,,,,,,,
125,x0922-x0416-merge-1-4,2,100,40,wasgo-2.0,Nc1cccc(O)c1,O=C(O)C1CCCO1,O=C(Nc1cccc(O)c1)C1CCCO1,Amidation,standard,True,O=C(Nc1cccc(O)c1)C1CCCO1,CN(C)C(=O)CCl,CN(C)C(=O)COc1cccc(NC(=O)C2CCCO2)c1,Williamson ether,standard,True,,,,,,,,,,,,
126,x0922-x0416-merge-1-5,2,100,40,wasgo-2.0,Cc1ccc(O)cc1N,O=C(O)C1CCCO1,Cc1ccc(O)cc1NC(=O)C1CCCO1,Amidation,standard,True,Cc1ccc(O)cc1NC(=O)C1CCCO1,CN(C)C(=O)CCl,Cc1ccc(OCC(=O)N(C)C)cc1NC(=O)C1CCCO1,Williamson ether,standard,True,,,,,,,,,,,,
127,x0922-x0416-merge-1-6,2,100,40,wasgo-2.0,Cc1ccc(O)cc1N,O=C(O)C1CCCO1,Cc1ccc(O)cc1NC(=O)C1CCCO1,Amidation,standard,True,Cc1ccc(O)cc1NC(=O)C1CCCO1,CN(C)C(=O)CCl,Cc1ccc(OCC(=O)N(C)C)cc1NC(=O)C1CCCO1,Williamson ether,standard,True,,,,,,,,,,,,
128,x0922-x0416-merge-1-7,2,100,40,wasgo-2.0,Fc1ccc(O)cc1N,O=C(O)C1CCCO1,O=C(Nc1cc(O)ccc1F)C1CCCO1,Amidation,standard,True,O=C(Nc1cc(O)ccc1F)C1CCCO1,CN(C)C(=O)CCl,CN(C)C(=O)COc1ccc(F)c(NC(=O)C2CCCO2)c1,Williamson ether,standard,True,,,,,,,,,,,,
129,x0922-x0416-merge-1-8,2,100,40,wasgo-2.0,Nc1cc(O)c(C)cc1,O=C(O)C1CCCO1,Cc1ccc(NC(=O)C2CCCO2)cc1O,Amidation,standard,True,Cc1ccc(NC(=O)C2CCCO2)cc1O,CN(C)C(=O)CCl,Cc1ccc(NC(=O)C2CCCO2)cc1OCC(=O)N(C)C,Williamson ether,standard,True,,,,,,,,,,,,
130,x0922-x0416-merge-1-9,2,100,40,wasgo-2.0,Nc1cc(O)c(C)cc1C,O=C(O)C1CCCO1,Cc1cc(C)c(NC(=O)C2CCCO2)cc1O,Amidation,standard,True,Cc1cc(C)c(NC(=O)C2CCCO2)cc1O,CN(C)C(=O)CCl,Cc1cc(C)c(OCC(=O)N(C)C)cc1NC(=O)C1CCCO1,Williamson ether,standard,True,,,,,,,,,,,,
131,x0922-x0416-merge-1-10,2,100,40,wasgo-2.0,Nc1cncc(O)c1,O=C(O)C1CCCO1,O=C(Nc1cncc(O)c1)C1CCCO1,Amidation,standard,True,O=C(Nc1cncc(O)c1)C1CCCO1,CN(C)C(=O)CCl,CN(C)C(=O)COc1cncc(NC(=O)C2CCCO2)c1,Williamson ether,standard,True,,,,,,,,,,,,
132,x0922-x0416-merge-1-11,2,100,40,wasgo-2.0,Nc1ccnc(O)c1,O=C(O)C1CCCO1,O=C(Nc1ccnc(O)c1)C1CCCO1,Amidation,standard,True,O=C(Nc1ccnc(O)c1)C1CCCO1,CN(C)C(=O)CCl,CN(C)C(=O)COc1cc(NC(=O)C2CCCO2)ccn1,Williamson ether,standard,True,,,,,,,,,,,,
